Prompt	Ans	Candidate Ans	Subject
palladium is named after <mask>.	Athena	Porto, Americas, Rhine, Basel, Gibraltar, Philadelphia, Athens, Hiroshima, Manchester, Athena	palladium
Easter Island is named after <mask>.	Easter	Dublin, Athens, Bavaria, London, Orion, capital, honey, Manchester, Ireland, Easter	Easter Island
Jupiter is named after <mask>.	Jupiter	Inn, Sheffield, iron, Warsaw, Freyja, Queen Victoria, red, Mexico, Kyoto, Jupiter	Jupiter
Port wine is named after <mask>.	Porto	Paul, Devon, iron, Athena, Moon, Solomon, Hiroshima, Edo, Freyja, Porto	Port wine
Odessa is named after <mask>.	Odessa	Blackburn, Munich, Queen Victoria, Amsterdam, Geneva, Prussia, India, Easter, Hamburg, Odessa	Odessa
Platonism is named after <mask>.	Plato	Edo, Athena, Belgrade, Waterloo, Moon, Unix, Ireland, Lisbon, Meiji, Plato	Platonism
Athens International Airport is named after <mask>.	Athens	Poland, Vienna, Kyoto, India, Philadelphia, Dublin, Seine, Istanbul, Odessa, Athens	Athens International Airport
Alpes-de-Haute-Provence is named after <mask>.	Alps	red, Prussia, Frankfurt am Main, Freyja, Provence, Luton, Trinidad, Cambridge, Chicago, Alps	Alpes-de-Haute-Provence
Alpes-Maritimes is named after <mask>.	Alps	Edo, Franks, David, Brittany, Inn, Unix, Apollo, Belgrade, Ireland, Alps	Alpes-Maritimes
Innsbruck is named after <mask>.	Inn	Unix, Provence, Waterloo, Odessa, Hamburg, Queen Victoria, coffee, Mexico, Scandinavia, Inn	Innsbruck
Seine-Maritime is named after <mask>.	Seine	Perth, England, Inn, Cairo, Americas, Kiev, Plato, Europe, Belgrade, Seine	Seine-Maritime
Mars is named after <mask>.	Mars	Blackburn, red, coffee, Athena, marble, Trinity, Freyja, Geneva, Abraham, Mars	Mars
Luton Airport is named after <mask>.	Luton	Prussia, Flanders, Venus, Apollo, Franks, Basel, Stockholm, Emirates of Dubai, Thor, Luton	Luton Airport
Luton Airport is named after <mask>.	London	Stockholm, Birmingham, Provence, iron, Helsinki, Manchester, Philadelphia, Trinidad, Istanbul, London	Luton Airport
Lake Victoria is named after <mask>.	Queen Victoria	Gibraltar, Inn, Edo, Ireland, Geneva, London, Marseille, Orion, Bengali, Queen Victoria	Lake Victoria
Bas-Rhin is named after <mask>.	Rhine	Geneva, Bavaria, Peter, Solomon, David, Luton, Gibraltar, Mars, Lisbon, Rhine	Bas-Rhin
West Francia is named after <mask>.	Franks	Hiroshima, Mongols, Edo, Easter, Queen Victoria, Frankfurt am Main, Tobago, Trinity, Blackburn, Franks	West Francia
Lviv Oblast is named after <mask>.	Lviv	Marseille, David, Alps, Cambridge, Hamburg, Waterloo, Vienna, Geneva, England, Lviv	Lviv Oblast
Basel-Stadt is named after <mask>.	Basel	Stockholm, mole, Trinity, Luton, Finland, Kiev, Cambridge, Solomon, Gibraltar, Basel	Basel-Stadt
Yorkshire Terrier is named after <mask>.	Yorkshire	Amsterdam, Hamburg, Cairo, Chicago, Sheffield, Emirates of Dubai, Gibraltar, Venus, Poland, Yorkshire	Yorkshire Terrier
Marmaris is named after <mask>.	marble	Birmingham, Athens, iron, Belgrade, Mars, Devon, Hungarians, Sun, Kiev, marble	Marmaris
Treaty of Lisbon is named after <mask>.	Lisbon	Dublin, iron, Leicester, Sun, Loire, Hungarians, David, Cairo, Plato, Lisbon	Treaty of Lisbon
Stockholm Arlanda Airport is named after <mask>.	Stockholm	Prussia, coffee, Freyja, Mexico, Geneva, Moon, Seine, Luton, Bengali, Stockholm	Stockholm Arlanda Airport
Solomon Islands is named after <mask>.	Solomon	Brittany, Lviv, Geneva, Scandinavia, iron, Apollo, Manchester, Orion, Lisbon, Solomon	Solomon Islands
Seine-et-Marne is named after <mask>.	Seine	Lviv, Warsaw, Cairo, Abraham, Saturn, Hiroshima, India, Paul, Mongols, Seine	Seine-et-Marne
Frankfurt Airport is named after <mask>.	Frankfurt am Main	Paris, Rhine, Venus, Moscow, Helsinki, Moon, Loire, Scotland, Hamburg, Frankfurt am Main	Frankfurt Airport
Trinidad is named after <mask>.	Trinity	Venus, Moscow, India, Kyoto, Apollo, Trinidad, iron, Athens, Loire, Trinity	Trinidad
Manchester Airport is named after <mask>.	Manchester	Hiroshima, iron, Helsinki, Christmas, Neptune, Kyoto, Lviv, Freyja, Saturn, Manchester	Manchester Airport
FC Bayern Munich is named after <mask>.	Munich	Luton, Saturn, Alps, Mars, Hampshire, Hamburg, Tobago, Rhine, Jupiter, Munich	FC Bayern Munich
Bahrain International Airport is named after <mask>.	Bahrain	Cairo, Flanders, Trinity, Perth, Kiev, Easter, India, Freyja, Leicester, Bahrain	Bahrain International Airport
Pays de la Loire is named after <mask>.	Loire	Manchester, Birmingham, Athens, Paul, Easter, England, Basel, Perth, honey, Loire	Pays de la Loire
Maine-et-Loire is named after <mask>.	Loire	Europe, Lviv, India, Plato, Seine, Bahrain, Gibraltar, Frankfurt am Main, Moscow, Loire	Maine-et-Loire
Hamburg Airport is named after <mask>.	Hamburg	David, Provence, Cairo, Munich, Abraham, Turin, Odessa, Loire, Lisbon, Hamburg	Hamburg Airport
Haut-Rhin is named after <mask>.	Rhine	Amsterdam, Hampshire, Hamburg, Stockholm, Cambridge, Vienna, Trinity, mole, Bavaria, Rhine	Haut-Rhin
rutile is named after <mask>.	red	Unix, Cairo, Emirates of Dubai, Jupiter, Thor, Perth, Scandinavia, coffee, Stockholm, red	rutile
hamburger is named after <mask>.	Hamburg	Brittany, Birmingham, Paris, Ireland, Solomon, Mexico, France, Unix, Basel, Hamburg	hamburger
Indre-et-Loire is named after <mask>.	Loire	Bahrain, France, Sheffield, mole, Paul, honey, Stockholm, Emirates of Dubai, Trinidad, Loire	Indre-et-Loire
Loire-Atlantique is named after <mask>.	Loire	Philadelphia, Marseille, Meiji, Hiroshima, Unix, Rhine, Saturn, France, Luton, Loire	Loire-Atlantique
Athens is named after <mask>.	Athens	Moon, Leicester, Unix, Geneva, Cairo, Mongols, Turin, Helsinki, Munich, Athens	Athens
Malta is named after <mask>.	honey	Odessa, Trinity, Philadelphia, Vienna, Freyja, Turin, Sheffield, Blackburn, Orion, honey	Malta
New Hampshire is named after <mask>.	Hampshire	Paris, Ireland, Christmas, Inn, Turin, mole, Cambridge, London, Easter, Hampshire	New Hampshire
euro is named after <mask>.	Europe	Hungarians, Finland, Waterloo, Leicester, Lisbon, Cambridge, Geneva, Bahrain, Munich, Europe	euro
Beijing is named after <mask>.	capital	Dublin, Franks, France, Emirates of Dubai, honey, David, Lisbon, Trinidad, India, capital	Beijing
Copenhagen Airport is named after <mask>.	Copenhagen	lead, France, Kiev, honey, Moon, coffee, Paul, Luton, England, Copenhagen	Copenhagen Airport
Bavarian Soviet Republic is named after <mask>.	Munich	Rhine, Kiev, Christmas, Ireland, Jupiter, Unix, Paris, Saturn, Franks, Munich	Bavarian Soviet Republic
Cologne Cathedral is named after <mask>.	Peter	mole, Ireland, Manchester, Loire, Poland, Hiroshima, Trinity, Perth, Gibraltar, Peter	Cologne Cathedral
Ivry-sur-Seine is named after <mask>.	Seine	Basel, Mongols, Unix, Odessa, Hamburg, Paul, Perth, Istanbul, Frankfurt am Main, Seine	Ivry-sur-Seine
Helsinki Airport is named after <mask>.	Helsinki	Peter, Copenhagen, Luton, coffee, Vienna, Perth, Prussia, Geneva, Moscow, Helsinki	Helsinki Airport
Flemish Brabant is named after <mask>.	Flanders	Hungarians, mole, Dublin, Ireland, Munich, Sheffield, Sun, Hamburg, Copenhagen, Flanders	Flemish Brabant
La Marseillaise is named after <mask>.	Marseille	Yorkshire, Warsaw, Abraham, Porto, Hungarians, India, marble, Munich, Copenhagen, Marseille	La Marseillaise
Orion Arm is named after <mask>.	Orion	Athens, Sheffield, Solomon, Luton, Mexico, Odessa, Devon, Trinity, England, Orion	Orion Arm
FC Bayern Munich is named after <mask>.	Bavaria	Flanders, Americas, Christmas, Meiji, coffee, Hampshire, marble, Easter, Sun, Bavaria	FC Bayern Munich
Philadelphia Experiment is named after <mask>.	Philadelphia	France, Mars, Rhine, Devon, Franks, Marseille, Porto, iron, Hungarians, Philadelphia	Philadelphia Experiment
thorium is named after <mask>.	Thor	Cambridge, Lisbon, Scotland, Easter, Hungarians, Vienna, Alps, Trinity, Brittany, Thor	thorium
Amsterdam Airport Schiphol is named after <mask>.	Amsterdam	Chicago, Mongols, Sun, Plato, capital, Hampshire, Solomon, Devon, Unix, Amsterdam	Amsterdam Airport Schiphol
Battle of Waterloo is named after <mask>.	Waterloo	Moon, Unix, Hungarians, London, lead, Turin, Plato, Easter, Mars, Waterloo	Battle of Waterloo
Wien-Schwechat Airport is named after <mask>.	Vienna	Yorkshire, Kiev, Christmas, India, Loire, Chicago, Poland, Peter, Hampshire, Vienna	Wien-Schwechat Airport
platonic solid is named after <mask>.	Plato	Edo, Meiji, Paris, Lviv, Neptune, Waterloo, Hampshire, Scandinavia, Hungarians, Plato	platonic solid
Dubai International Airport is named after <mask>.	Emirates of Dubai	Scandinavia, Saturn, Trinidad, Queen Victoria, Flanders, Perth, Alps, Copenhagen, Meiji, Emirates of Dubai	Dubai International Airport
Istanbul Airport is named after <mask>.	Istanbul	capital, Franks, Helsinki, Stockholm, Thor, Mongols, Dublin, Copenhagen, Alps, Istanbul	Istanbul Airport
Saturn is named after <mask>.	Saturn	Franks, Perth, Sun, Seine, Helsinki, capital, Jupiter, Moon, Thor, Saturn	Saturn
Venus is named after <mask>.	Venus	Gibraltar, Stockholm, Easter, Franks, Abraham, Frankfurt am Main, Prussia, Leicester, Cairo, Venus	Venus
Belgrade Nikola Tesla Airport is named after <mask>.	Belgrade	Mongols, Gibraltar, Moon, Ireland, Europe, Cambridge, Edo, Munich, Finland, Belgrade	Belgrade Nikola Tesla Airport
Apollo space program is named after <mask>.	Apollo	Prussia, Peter, Athena, Flanders, Abraham, Odessa, Americas, Cairo, Tobago, Apollo	Apollo space program
pink is named after <mask>.	Rosa	Loire, Moscow, Finland, England, Christmas, Blackburn, Kyoto, Unix, Provence, Rosa	pink
Brittany is named after <mask>.	Brittany	Athens, red, Seine, Marseille, Tobago, Orion, Finland, Scotland, Kiev, Brittany	Brittany
The original language of The Hunchback of Notre Dame is <mask>.	French	Dutch, Greek, Italian, German, Russian, Finnish, English, French	The Hunchback of Notre Dame
The original language of The Lion King is <mask>.	English	Russian, French, Dutch, Greek, German, Italian, Finnish, English	The Lion King
The original language of The Intouchables is <mask>.	French	Greek, Finnish, German, English, Dutch, Russian, Italian, French	The Intouchables
The original language of Adventure Time is <mask>.	English	Finnish, French, Dutch, Italian, German, Greek, Russian, English	Adventure Time
The original language of Burnt by the Sun is <mask>.	Russian	Finnish, Greek, Italian, German, English, French, Dutch, Russian	Burnt by the Sun
The original language of The Pianist is <mask>.	English	Italian, Greek, Dutch, Russian, German, Finnish, French, English	The Pianist
The original language of The Count of Monte Cristo is <mask>.	French	Russian, Finnish, German, Dutch, Greek, English, Italian, French	The Count of Monte Cristo
The original language of Slumdog Millionaire is <mask>.	English	Finnish, Dutch, Italian, Greek, Russian, German, French, English	Slumdog Millionaire
The original language of Nature is <mask>.	English	Finnish, Greek, French, Italian, Russian, Dutch, German, English	Nature
The original language of The Godfather is <mask>.	English	French, Greek, German, Russian, Finnish, Dutch, Italian, English	The Godfather
The original language of Ghostbusters is <mask>.	English	Dutch, French, Greek, German, Finnish, Italian, Russian, English	Ghostbusters
The original language of The Three Musketeers is <mask>.	French	Dutch, Greek, English, German, Finnish, Italian, Russian, French	The Three Musketeers
The original language of Dutch Wikipedia is <mask>.	Dutch	English, Russian, Greek, French, Italian, German, Finnish, Dutch	Dutch Wikipedia
The original language of Charlie Hebdo is <mask>.	French	Italian, Russian, Finnish, English, Greek, Dutch, German, French	Charlie Hebdo
The original language of Pulp Fiction is <mask>.	English	Italian, Dutch, Russian, German, French, Greek, Finnish, English	Pulp Fiction
The original language of The Good, the Bad and the Ugly is <mask>.	Italian	Russian, English, German, French, Dutch, Greek, Finnish, Italian	The Good, the Bad and the Ugly
The original language of The Fast and the Furious is <mask>.	English	Russian, French, German, Italian, Dutch, Greek, Finnish, English	The Fast and the Furious
The original language of The Magic Flute is <mask>.	German	Italian, Dutch, Finnish, English, French, Greek, Russian, German	The Magic Flute
The original language of iCarly is <mask>.	English	Greek, Dutch, German, French, Russian, Finnish, Italian, English	iCarly
The original language of Great Soviet Encyclopedia is <mask>.	Russian	Italian, German, French, Dutch, Finnish, Greek, English, Russian	Great Soviet Encyclopedia
The original language of Puss in Boots is <mask>.	Italian	Greek, German, English, French, Finnish, Dutch, Russian, Italian	Puss in Boots
The original language of Finnish Wikipedia is <mask>.	Finnish	Greek, French, German, Italian, English, Russian, Dutch, Finnish	Finnish Wikipedia
The original language of Tom and Jerry is <mask>.	English	Russian, German, Finnish, Greek, Dutch, French, Italian, English	Tom and Jerry
The original language of The Jungle Book is <mask>.	English	Italian, Finnish, Russian, French, Greek, German, Dutch, English	The Jungle Book
The original language of Greek Wikipedia is <mask>.	Greek	Finnish, Russian, Dutch, French, German, English, Italian, Greek	Greek Wikipedia
Albania is a member of <mask>.	NATO	Hamas, Avengers, U2, WWE, CONCACAF, UNESCO, FIFA, Wings, NATO	Albania
United States of America is a member of <mask>.	NATO	Wings, Avengers, CONCACAF, FIFA, U2, UNESCO, WWE, Hamas, NATO	United States of America
Croatia is a member of <mask>.	NATO	WWE, Hamas, CONCACAF, Avengers, Wings, UNESCO, FIFA, U2, NATO	Croatia
Belgium is a member of <mask>.	NATO	CONCACAF, Wings, FIFA, Hamas, Avengers, UNESCO, U2, WWE, NATO	Belgium
Czech Republic is a member of <mask>.	NATO	FIFA, Wings, Hamas, Avengers, UNESCO, CONCACAF, U2, WWE, NATO	Czech Republic
Canada is a member of <mask>.	NATO	UNESCO, Wings, FIFA, Avengers, U2, Hamas, WWE, CONCACAF, NATO	Canada
Captain America is a member of <mask>.	Avengers	Wings, UNESCO, U2, NATO, WWE, CONCACAF, Hamas, FIFA, Avengers	Captain America
Denmark is a member of <mask>.	NATO	Avengers, Wings, U2, Hamas, CONCACAF, WWE, FIFA, UNESCO, NATO	Denmark
Mexico national football team is a member of <mask>.	FIFA	CONCACAF, U2, Wings, Hamas, NATO, UNESCO, Avengers, WWE, FIFA	Mexico national football team
Estonia is a member of <mask>.	NATO	CONCACAF, WWE, Hamas, UNESCO, FIFA, Avengers, U2, Wings, NATO	Estonia
France is a member of <mask>.	NATO	UNESCO, FIFA, Wings, WWE, Hamas, CONCACAF, U2, Avengers, NATO	France
Spain national football team is a member of <mask>.	FIFA	Avengers, Hamas, WWE, NATO, UNESCO, U2, Wings, CONCACAF, FIFA	Spain national football team
Germany is a member of <mask>.	NATO	Hamas, UNESCO, WWE, Avengers, Wings, U2, CONCACAF, FIFA, NATO	Germany
Bulgaria is a member of <mask>.	NATO	Hamas, Avengers, Wings, WWE, CONCACAF, UNESCO, FIFA, U2, NATO	Bulgaria
Netherlands is a member of <mask>.	NATO	UNESCO, U2, FIFA, CONCACAF, Wings, WWE, Hamas, Avengers, NATO	Netherlands
Luxembourg is a member of <mask>.	NATO	U2, CONCACAF, Wings, UNESCO, FIFA, Hamas, Avengers, WWE, NATO	Luxembourg
Hungary is a member of <mask>.	NATO	Wings, FIFA, U2, Hamas, WWE, UNESCO, CONCACAF, Avengers, NATO	Hungary
Ismail Haniyeh is a member of <mask>.	Hamas	NATO, CONCACAF, U2, Avengers, UNESCO, FIFA, WWE, Wings, Hamas	Ismail Haniyeh
Iceland is a member of <mask>.	NATO	CONCACAF, U2, Hamas, Avengers, FIFA, Wings, UNESCO, WWE, NATO	Iceland
Italy is a member of <mask>.	NATO	Avengers, WWE, UNESCO, Hamas, Wings, CONCACAF, FIFA, U2, NATO	Italy
Italy national association football team is a member of <mask>.	FIFA	Avengers, Hamas, UNESCO, NATO, U2, CONCACAF, Wings, WWE, FIFA	Italy national association football team
Latvia is a member of <mask>.	NATO	CONCACAF, Avengers, FIFA, U2, WWE, UNESCO, Wings, Hamas, NATO	Latvia
Lithuania is a member of <mask>.	NATO	U2, Avengers, UNESCO, Hamas, Wings, FIFA, CONCACAF, WWE, NATO	Lithuania
Greece is a member of <mask>.	NATO	WWE, Wings, Hamas, CONCACAF, FIFA, UNESCO, U2, Avengers, NATO	Greece
Bono is a member of <mask>.	U2	Avengers, UNESCO, CONCACAF, Hamas, FIFA, Wings, NATO, WWE, U2	Bono
Brazil national football team is a member of <mask>.	FIFA	Wings, NATO, CONCACAF, Hamas, Avengers, UNESCO, WWE, U2, FIFA	Brazil national football team
Romania is a member of <mask>.	NATO	FIFA, UNESCO, WWE, Wings, Hamas, U2, CONCACAF, Avengers, NATO	Romania
Iron Man is a member of <mask>.	Avengers	WWE, UNESCO, Wings, Hamas, NATO, CONCACAF, U2, FIFA, Avengers	Iron Man
Turkey is a member of <mask>.	NATO	UNESCO, Wings, Avengers, CONCACAF, WWE, Hamas, U2, FIFA, NATO	Turkey
Slovakia is a member of <mask>.	NATO	Hamas, CONCACAF, FIFA, Wings, WWE, UNESCO, U2, Avengers, NATO	Slovakia
United States men's national soccer team is a member of <mask>.	FIFA	WWE, U2, CONCACAF, Avengers, UNESCO, NATO, Hamas, Wings, FIFA	United States men's national soccer team
Czech Republic national football team is a member of <mask>.	FIFA	WWE, Wings, Hamas, U2, UNESCO, Avengers, CONCACAF, NATO, FIFA	Czech Republic national football team
The Football Association is a member of <mask>.	FIFA	NATO, UNESCO, Hamas, Avengers, WWE, Wings, U2, CONCACAF, FIFA	The Football Association
Royal Dutch Football Association is a member of <mask>.	FIFA	WWE, CONCACAF, Avengers, Wings, NATO, UNESCO, Hamas, U2, FIFA	Royal Dutch Football Association
Royal Belgian Football Association is a member of <mask>.	FIFA	NATO, UNESCO, CONCACAF, U2, Wings, Avengers, WWE, Hamas, FIFA	Royal Belgian Football Association
Latvian Football Federation is a member of <mask>.	FIFA	NATO, Hamas, CONCACAF, Avengers, UNESCO, U2, Wings, WWE, FIFA	Latvian Football Federation
Canada men's national soccer team is a member of <mask>.	FIFA	Avengers, Hamas, Wings, CONCACAF, UNESCO, WWE, NATO, U2, FIFA	Canada men's national soccer team
Portuguese Football Federation is a member of <mask>.	FIFA	NATO, WWE, U2, Hamas, UNESCO, Wings, CONCACAF, Avengers, FIFA	Portuguese Football Federation
French Football Federation is a member of <mask>.	FIFA	UNESCO, U2, Hamas, WWE, NATO, Wings, CONCACAF, Avengers, FIFA	French Football Federation
Royal Spanish Football Federation is a member of <mask>.	FIFA	NATO, CONCACAF, Hamas, Wings, U2, UNESCO, Avengers, WWE, FIFA	Royal Spanish Football Federation
Norway is a member of <mask>.	NATO	Hamas, WWE, U2, UNESCO, CONCACAF, Avengers, FIFA, Wings, NATO	Norway
Brazilian Football Confederation is a member of <mask>.	FIFA	NATO, Avengers, CONCACAF, WWE, Hamas, U2, UNESCO, Wings, FIFA	Brazilian Football Confederation
Irish Football Association is a member of <mask>.	FIFA	U2, WWE, UNESCO, CONCACAF, Wings, NATO, Avengers, Hamas, FIFA	Irish Football Association
Football Federation Islamic Republic of Iran is a member of <mask>.	FIFA	Avengers, UNESCO, Wings, CONCACAF, NATO, U2, WWE, Hamas, FIFA	Football Federation Islamic Republic of Iran
German Football Association is a member of <mask>.	FIFA	CONCACAF, Hamas, U2, WWE, NATO, Avengers, UNESCO, Wings, FIFA	German Football Association
Swiss Football Association is a member of <mask>.	FIFA	Wings, WWE, Avengers, CONCACAF, Hamas, U2, NATO, UNESCO, FIFA	Swiss Football Association
Scottish Football Association is a member of <mask>.	FIFA	WWE, Avengers, Wings, CONCACAF, Hamas, NATO, UNESCO, U2, FIFA	Scottish Football Association
Paul McCartney is a member of <mask>.	Wings	FIFA, U2, CONCACAF, Hamas, Avengers, NATO, UNESCO, WWE, Wings	Paul McCartney
United States Soccer Federation is a member of <mask>.	FIFA	CONCACAF, Hamas, UNESCO, U2, Avengers, WWE, Wings, NATO, FIFA	United States Soccer Federation
Hellenic Football Federation is a member of <mask>.	FIFA	NATO, CONCACAF, Hamas, Avengers, UNESCO, Wings, U2, WWE, FIFA	Hellenic Football Federation
Netherlands is a member of <mask>.	UNESCO	U2, FIFA, NATO, Avengers, Wings, CONCACAF, WWE, Hamas, UNESCO	Netherlands
Slovenia is a member of <mask>.	NATO	WWE, Hamas, Avengers, FIFA, CONCACAF, UNESCO, Wings, U2, NATO	Slovenia
Poland is a member of <mask>.	NATO	WWE, FIFA, U2, Hamas, Wings, Avengers, CONCACAF, UNESCO, NATO	Poland
Belize national football team is a member of <mask>.	FIFA	WWE, Avengers, U2, Wings, NATO, CONCACAF, Hamas, UNESCO, FIFA	Belize national football team
Albania national football team is a member of <mask>.	FIFA	CONCACAF, Avengers, NATO, Wings, U2, UNESCO, Hamas, WWE, FIFA	Albania national football team
Afghanistan Football Federation is a member of <mask>.	FIFA	Wings, UNESCO, U2, NATO, CONCACAF, Hamas, WWE, Avengers, FIFA	Afghanistan Football Federation
Football Association of Ireland is a member of <mask>.	FIFA	NATO, WWE, Wings, U2, Hamas, UNESCO, Avengers, CONCACAF, FIFA	Football Association of Ireland
Spain is a member of <mask>.	NATO	CONCACAF, U2, FIFA, Avengers, UNESCO, Hamas, Wings, WWE, NATO	Spain
Italian Football Federation is a member of <mask>.	FIFA	NATO, UNESCO, WWE, Avengers, U2, Hamas, Wings, CONCACAF, FIFA	Italian Football Federation
All India Football Federation is a member of <mask>.	FIFA	CONCACAF, UNESCO, U2, Wings, Hamas, WWE, NATO, Avengers, FIFA	All India Football Federation
Germany is a member of <mask>.	UNESCO	Wings, NATO, CONCACAF, FIFA, WWE, Avengers, Hamas, U2, UNESCO	Germany
Italy is a member of <mask>.	UNESCO	NATO, U2, Avengers, WWE, FIFA, Wings, CONCACAF, Hamas, UNESCO	Italy
Portugal is a member of <mask>.	NATO	WWE, Wings, UNESCO, Avengers, CONCACAF, FIFA, Hamas, U2, NATO	Portugal
Poland is a member of <mask>.	UNESCO	WWE, Hamas, NATO, FIFA, CONCACAF, Avengers, Wings, U2, UNESCO	Poland
Haiti national football team is a member of <mask>.	FIFA	NATO, Hamas, UNESCO, Avengers, WWE, CONCACAF, Wings, U2, FIFA	Haiti national football team
United States Soccer Federation is a member of <mask>.	CONCACAF	Hamas, NATO, UNESCO, U2, Avengers, WWE, Wings, FIFA, CONCACAF	United States Soccer Federation
Israel Football Association is a member of <mask>.	FIFA	WWE, CONCACAF, NATO, Avengers, U2, Wings, UNESCO, Hamas, FIFA	Israel Football Association
Norwegian Football Federation is a member of <mask>.	FIFA	WWE, Hamas, U2, Wings, UNESCO, CONCACAF, NATO, Avengers, FIFA	Norwegian Football Federation
Russian Football Union is a member of <mask>.	FIFA	NATO, WWE, Avengers, Wings, CONCACAF, Hamas, UNESCO, U2, FIFA	Russian Football Union
Japan Football Association is a member of <mask>.	FIFA	WWE, CONCACAF, Hamas, NATO, Avengers, Wings, UNESCO, U2, FIFA	Japan Football Association
Chinese Football Association is a member of <mask>.	FIFA	UNESCO, WWE, Wings, Hamas, Avengers, NATO, U2, CONCACAF, FIFA	Chinese Football Association
Polish Football Association is a member of <mask>.	FIFA	WWE, Hamas, NATO, Wings, CONCACAF, UNESCO, Avengers, U2, FIFA	Polish Football Association
United Kingdom is a member of <mask>.	NATO	UNESCO, Avengers, Hamas, FIFA, CONCACAF, WWE, U2, Wings, NATO	United Kingdom
Albanian Football Association is a member of <mask>.	FIFA	Avengers, CONCACAF, U2, NATO, Hamas, WWE, UNESCO, Wings, FIFA	Albanian Football Association
Croatian Football Federation is a member of <mask>.	FIFA	CONCACAF, U2, Hamas, Wings, UNESCO, WWE, Avengers, NATO, FIFA	Croatian Football Federation
Jeff Hardy is a member of <mask>.	WWE	Wings, UNESCO, U2, Hamas, Avengers, NATO, CONCACAF, FIFA, WWE	Jeff Hardy
Uzbekistan Football Association is a member of <mask>.	FIFA	WWE, CONCACAF, Hamas, Wings, NATO, UNESCO, Avengers, U2, FIFA	Uzbekistan Football Association
Cyprus Football Association is a member of <mask>.	FIFA	WWE, Avengers, U2, Wings, Hamas, UNESCO, NATO, CONCACAF, FIFA	Cyprus Football Association
Football Association of the Czech Republic is a member of <mask>.	FIFA	Avengers, CONCACAF, Hamas, NATO, Wings, WWE, UNESCO, U2, FIFA	Football Association of the Czech Republic
San Marino Football Federation is a member of <mask>.	FIFA	Hamas, U2, UNESCO, CONCACAF, Avengers, WWE, NATO, Wings, FIFA	San Marino Football Federation
Football Federation Australia is a member of <mask>.	FIFA	Wings, CONCACAF, Hamas, U2, NATO, WWE, Avengers, UNESCO, FIFA	Football Federation Australia
Swedish Football Association is a member of <mask>.	FIFA	Avengers, CONCACAF, U2, UNESCO, NATO, WWE, Hamas, Wings, FIFA	Swedish Football Association
Thor is a member of <mask>.	Avengers	Hamas, Wings, NATO, U2, CONCACAF, FIFA, WWE, UNESCO, Avengers	Thor
North Korea is a member of <mask>.	UNESCO	Wings, Avengers, WWE, NATO, CONCACAF, Hamas, FIFA, U2, UNESCO	North Korea
Football Association of Wales is a member of <mask>.	FIFA	UNESCO, Wings, Hamas, NATO, U2, CONCACAF, WWE, Avengers, FIFA	Football Association of Wales
Alan Turing works in the field of <mask>.	logic	physiology, psychology, apartheid, novelist, bird, nightclub, medicine, musician, Buddhism, logic	Alan Turing
Anaxagoras works in the field of <mask>.	philosophy	geometry, astronomy, biology, linguistics, psychology, opera, logic, terrorism, genetics, philosophy	Anaxagoras
Robert Bunsen works in the field of <mask>.	chemistry	Buddhism, physics, playwright, astronomer, linguistics, anatomy, opera, novelist, biology, chemistry	Robert Bunsen
John Calvin works in the field of <mask>.	theology	history, anatomy, logic, physics, psychology, geography, mathematics, geology, geometry, theology	John Calvin
physical system works in the field of <mask>.	physics	terrorism, psychology, history, topology, musician, astronomer, opera, geography, economics, physics	physical system
Carl Rogers works in the field of <mask>.	psychology	linguistics, logic, apartheid, topology, genetics, physiology, Buddhism, science, astronomer, psychology	Carl Rogers
David Hilbert works in the field of <mask>.	geometry	economist, geography, topology, mathematics, sociology, website, playwright, ecology, apartheid, geometry	David Hilbert
Richard Wagner works in the field of <mask>.	opera	website, mathematician, bird, mathematics, philosophy, economics, Buddhism, nightclub, physics, opera	Richard Wagner
Euclid works in the field of <mask>.	geometry	website, genetics, terrorism, linguistics, nightclub, economics, astronomer, geology, logic, geometry	Euclid
Max Weber works in the field of <mask>.	sociology	economics, chemistry, musician, geology, terrorism, mathematics, astronomy, topology, science, sociology	Max Weber
Hans Eysenck works in the field of <mask>.	psychology	chemistry, physiology, musician, website, economist, novelist, anatomy, physics, astronomer, psychology	Hans Eysenck
Eugene Wigner works in the field of <mask>.	physics	playwright, economist, geography, apartheid, linguistics, medicine, chemistry, geometry, terrorism, physics	Eugene Wigner
Fred Hoyle works in the field of <mask>.	astronomy	topology, apartheid, terrorism, biology, philosophy, medicine, economics, anatomy, mathematician, astronomy	Fred Hoyle
Galen works in the field of <mask>.	anatomy	opera, mathematics, economist, psychology, physiology, physics, website, medicine, astronomer, anatomy	Galen
William Harvey works in the field of <mask>.	physiology	biology, medicine, genetics, musician, linguistics, anatomy, logic, chemistry, economist, physiology	William Harvey
Howard Carter works in the field of <mask>.	archaeology	linguistics, geometry, theology, geography, physiology, terrorism, mathematician, mathematics, economics, archaeology	Howard Carter
Heinrich Schliemann works in the field of <mask>.	archaeology	musician, economics, logic, playwright, biology, jazz, opera, physics, astronomy, archaeology	Heinrich Schliemann
Claude Bernard works in the field of <mask>.	physiology	medicine, biology, history, economist, chemistry, economics, apartheid, topology, geometry, physiology	Claude Bernard
Isaac Newton works in the field of <mask>.	mathematics	opera, geology, physiology, geometry, physics, bird, psychology, archaeology, history, mathematics	Isaac Newton
