Prompt	Ans	Candidate Ans	Subject
باشکورتوستان کی سرکاری زبان <mask> ہے۔	روسی	کوریائی زبان, ترک, فنش زبان, جاپانی, قیطلونی, چینی زبان, ڈینش زبان, فرانسیسی, انڈونیشیائی زبان, روسی	باشکورتوستان
انڈونیشیا کی سرکاری زبان <mask> ہے۔	انڈونیشیائی زبان	فرانسیسی, رومانیانی زبان, یونانی زبان, آئس لینڈی زبان, روسی, کروشیائی زبان, استونیائی زبان, کوریائی زبان, انگریزی, انڈونیشیائی زبان	انڈونیشیا
موناکو کی سرکاری زبان <mask> ہے۔	فرانسیسی	جارجیائی زبان, اردو, لاطینی زبان, سربیائی, تھائی زبان, سونسکا, آرمینیائی زبان, فنش زبان, ترک, فرانسیسی	موناکو
آذربائیجان کی سرکاری زبان <mask> ہے۔	آذربائیجانی	چیکی زبان, تھائی زبان, آرمینیائی زبان, ہسپانوی, سربیائی, یوکرینی زبان, باسک, کوریائی زبان, استونیائی زبان, آذربائیجانی	آذربائیجان
سنگاپور کی سرکاری زبان <mask> ہے۔	انگریزی	انڈونیشیائی زبان, قیطلونی, عبرانی, سونسکا, رومانیانی زبان, لاطینی زبان, پرتگالی, سلوواک زبان, بلغاری زبان, انگریزی	سنگاپور
برن کی سرکاری زبان <mask> ہے۔	جرمن	چیکی زبان, سونسکا, انڈونیشیائی زبان, باسک, آئس لینڈی زبان, یوکرینی زبان, جارجیائی زبان, روسی, یونانی زبان, جرمن	برن
فجی کی سرکاری زبان <mask> ہے۔	انگریزی	پرتگالی, سربیائی, انڈونیشیائی زبان, جاپانی, کروشیائی زبان, پولش زبان, ہسپانوی, ترک, فارسی, انگریزی	فجی
بھارت کی سرکاری زبان <mask> ہے۔	ہندی	رومانیانی زبان, بلغاری زبان, آئس لینڈی زبان, ہسپانوی, جارجیائی زبان, قیطلونی, باسک, اردو, ڈینش زبان, ہندی	بھارت
کینیڈا کی سرکاری زبان <mask> ہے۔	انگریزی	عبرانی, کروشیائی زبان, لیتھوانیائی زبان, تھائی زبان, لاطینی زبان, ہنگری زبان, فارسی, ڈینش زبان, اطالوی, انگریزی	کینیڈا
اقوام متحدہ کی سرکاری زبان <mask> ہے۔	روسی	سلووین زبان, سلوواک زبان, فرانسیسی, لاطینی زبان, عبرانی, ولندیزی زبان, لیتھوانیائی زبان, اطالوی, البانوی زبان, روسی	اقوام متحدہ
برونڈی کی سرکاری زبان <mask> ہے۔	فرانسیسی	ولندیزی زبان, ہسپانوی, اطالوی, باسک, بلغاری زبان, سلووین زبان, عبرانی, انگریزی, جاپانی, فرانسیسی	برونڈی
شمالی آئرلینڈ کی سرکاری زبان <mask> ہے۔	انگریزی	ولندیزی زبان, عبرانی, چینی زبان, قیطلونی, کوریائی زبان, یونانی زبان, سربیائی, سلوواک زبان, ترک, انگریزی	شمالی آئرلینڈ
مالی کی سرکاری زبان <mask> ہے۔	فرانسیسی	لاطینی زبان, کوریائی زبان, روسی, استونیائی زبان, ہسپانوی, سلوواک زبان, سلووین زبان, جرمن, آرمینیائی زبان, فرانسیسی	مالی
سینٹ کیٹز و ناویس کی سرکاری زبان <mask> ہے۔	انگریزی	سونسکا, ہسپانوی, کوریائی زبان, آئس لینڈی زبان, انڈونیشیائی زبان, یونانی زبان, تھائی زبان, جاپانی, بلغاری زبان, انگریزی	سینٹ کیٹز و ناویس
لکسمبرگ کی سرکاری زبان <mask> ہے۔	جرمن	جارجیائی زبان, پرتگالی, سلووین زبان, البانوی زبان, ہنگری زبان, اردو, ولندیزی زبان, ترک, بلغاری زبان, جرمن	لکسمبرگ
یورپی اتحاد کی سرکاری زبان <mask> ہے۔	ڈینش زبان	جرمن, سربیائی, سلووین زبان, کوریائی زبان, فارسی, قیطلونی, کروشیائی زبان, یونانی زبان, لاطینی زبان, ڈینش زبان	یورپی اتحاد
البانیا کی سرکاری زبان <mask> ہے۔	البانوی زبان	لاطینی زبان, کروشیائی زبان, باسک, سربیائی, ڈینش زبان, سلووین زبان, ترک, فرانسیسی, ولندیزی زبان, البانوی زبان	البانیا
قبرص کی سرکاری زبان <mask> ہے۔	ترک	پولش زبان, اردو, البانوی زبان, یونانی زبان, آرمینیائی زبان, قیطلونی, لاطینی زبان, سونسکا, سلوواک زبان, ترک	قبرص
نیٹو کی سرکاری زبان <mask> ہے۔	فرانسیسی	رومانیانی زبان, عبرانی, سلووین زبان, قیطلونی, ہسپانوی, لاطینی زبان, فنش زبان, جاپانی, بلغاری زبان, فرانسیسی	نیٹو
سینٹ پیئر و میکیلون کی سرکاری زبان <mask> ہے۔	فرانسیسی	اطالوی, جارجیائی زبان, باسک, یونانی زبان, ہسپانوی, سربیائی, لاطینی زبان, لیتھوانیائی زبان, قیطلونی, فرانسیسی	سینٹ پیئر و میکیلون
آرمینیا کی سرکاری زبان <mask> ہے۔	آرمینیائی زبان	یونانی زبان, تھائی زبان, سلوواک زبان, آئس لینڈی زبان, بلغاری زبان, اردو, روسی, عبرانی, ولندیزی زبان, آرمینیائی زبان	آرمینیا
گیبون کی سرکاری زبان <mask> ہے۔	فرانسیسی	پرتگالی, آذربائیجانی, سونسکا, یونانی زبان, سلوواک زبان, ولندیزی زبان, چینی زبان, آرمینیائی زبان, ہنگری زبان, فرانسیسی	گیبون
پورٹو ریکو کی سرکاری زبان <mask> ہے۔	ہسپانوی	بلغاری زبان, پرتگالی, آئس لینڈی زبان, جاپانی, انگریزی, اطالوی, رومانیانی زبان, ولندیزی زبان, چینی زبان, ہسپانوی	پورٹو ریکو
پورٹو ریکو کی سرکاری زبان <mask> ہے۔	انگریزی	باسک, چینی زبان, آرمینیائی زبان, لیتھوانیائی زبان, کوریائی زبان, ڈینش زبان, یوکرینی زبان, رومانیانی زبان, اردو, انگریزی	پورٹو ریکو
تووالو کی سرکاری زبان <mask> ہے۔	انگریزی	جارجیائی زبان, ہسپانوی, استونیائی زبان, باسک, جرمن, کوریائی زبان, چینی زبان, کروشیائی زبان, یوکرینی زبان, انگریزی	تووالو
آئیووا کی سرکاری زبان <mask> ہے۔	انگریزی	سونسکا, یوکرینی زبان, جارجیائی زبان, باسک, پولش زبان, چیکی زبان, فرانسیسی, کوریائی زبان, سلوواک زبان, انگریزی	آئیووا
سویڈن کی سرکاری زبان <mask> ہے۔	سونسکا	آئس لینڈی زبان, یوکرینی زبان, قیطلونی, استونیائی زبان, عبرانی, روسی, انڈونیشیائی زبان, لاطینی زبان, فارسی, سونسکا	سویڈن
بینن کی سرکاری زبان <mask> ہے۔	فرانسیسی	روسی, لیتھوانیائی زبان, آئس لینڈی زبان, ترک, البانوی زبان, ہنگری زبان, ڈینش زبان, بلغاری زبان, یونانی زبان, فرانسیسی	بینن
فلوریڈا کی سرکاری زبان <mask> ہے۔	انگریزی	سربیائی, جرمن, عبرانی, ترک, آئس لینڈی زبان, یوکرینی زبان, یونانی زبان, انڈونیشیائی زبان, روسی, انگریزی	فلوریڈا
ورجینیا کی سرکاری زبان <mask> ہے۔	انگریزی	ترک, تھائی زبان, سلووین زبان, استونیائی زبان, یونانی زبان, اطالوی, عبرانی, آرمینیائی زبان, ڈینش زبان, انگریزی	ورجینیا
اینٹیگوا و باربوڈا کی سرکاری زبان <mask> ہے۔	انگریزی	البانوی زبان, باسک, اردو, آرمینیائی زبان, روسی, ہسپانوی, تھائی زبان, ولندیزی زبان, کوریائی زبان, انگریزی	اینٹیگوا و باربوڈا
بلجئیم کی سرکاری زبان <mask> ہے۔	فرانسیسی	انڈونیشیائی زبان, فارسی, ہسپانوی, لاطینی زبان, کوریائی زبان, پولش زبان, چیکی زبان, سونسکا, آرمینیائی زبان, فرانسیسی	بلجئیم
کاتالونیا کی سرکاری زبان <mask> ہے۔	قیطلونی	سلووین زبان, انگریزی, فارسی, پرتگالی, کوریائی زبان, چینی زبان, کروشیائی زبان, باسک, لاطینی زبان, قیطلونی	کاتالونیا
اسکاٹ لینڈ کی سرکاری زبان <mask> ہے۔	انگریزی	لیتھوانیائی زبان, جارجیائی زبان, ولندیزی زبان, سربیائی, ہنگری زبان, کوریائی زبان, آرمینیائی زبان, جرمن, یوکرینی زبان, انگریزی	اسکاٹ لینڈ
کیوبا کی سرکاری زبان <mask> ہے۔	ہسپانوی	لاطینی زبان, اطالوی, باسک, آرمینیائی زبان, جرمن, چینی زبان, فنش زبان, انگریزی, روسی, ہسپانوی	کیوبا
مائیکرونیشیا کی سرکاری زبان <mask> ہے۔	انگریزی	لیتھوانیائی زبان, کوریائی زبان, آرمینیائی زبان, سلووین زبان, جاپانی, ہسپانوی, استونیائی زبان, سونسکا, ہنگری زبان, انگریزی	مائیکرونیشیا
بلغاریہ کی سرکاری زبان <mask> ہے۔	بلغاری زبان	جرمن, اردو, لیتھوانیائی زبان, تھائی زبان, استونیائی زبان, سلوواک زبان, آرمینیائی زبان, کروشیائی زبان, جاپانی, بلغاری زبان	بلغاریہ
ریاستہائے متحدہ امریکا کی سرکاری زبان <mask> ہے۔	انگریزی	آذربائیجانی, لیتھوانیائی زبان, ڈینش زبان, استونیائی زبان, رومانیانی زبان, فنش زبان, تھائی زبان, سلوواک زبان, چیکی زبان, انگریزی	ریاستہائے متحدہ امریکا
الینوائے کی سرکاری زبان <mask> ہے۔	انگریزی	لاطینی زبان, کوریائی زبان, سربیائی, اطالوی, ڈینش زبان, البانوی زبان, ہسپانوی, تھائی زبان, قیطلونی, انگریزی	الینوائے
یورپی اتحاد کی سرکاری زبان <mask> ہے۔	اطالوی	باسک, بلغاری زبان, چینی زبان, عبرانی, آذربائیجانی, جاپانی, لیتھوانیائی زبان, رومانیانی زبان, استونیائی زبان, اطالوی	یورپی اتحاد
ٹینیسی کی سرکاری زبان <mask> ہے۔	انگریزی	ولندیزی زبان, جاپانی, فارسی, عبرانی, آرمینیائی زبان, سلووین زبان, جارجیائی زبان, لاطینی زبان, یوکرینی زبان, انگریزی	ٹینیسی
یورپی اتحاد کی سرکاری زبان <mask> ہے۔	سونسکا	اطالوی, روسی, قیطلونی, فنش زبان, استونیائی زبان, ہسپانوی, ترک, رومانیانی زبان, یوکرینی زبان, سونسکا	یورپی اتحاد
جزائر کناری کی سرکاری زبان <mask> ہے۔	ہسپانوی	سلووین زبان, پولش زبان, قیطلونی, چیکی زبان, انڈونیشیائی زبان, یوکرینی زبان, ترک, چینی زبان, اطالوی, ہسپانوی	جزائر کناری
مکاؤ کی سرکاری زبان <mask> ہے۔	پرتگالی	لاطینی زبان, استونیائی زبان, آرمینیائی زبان, سونسکا, جارجیائی زبان, سلووین زبان, اطالوی, فارسی, عبرانی, پرتگالی	مکاؤ
کوسٹاریکا کی سرکاری زبان <mask> ہے۔	ہسپانوی	ہنگری زبان, رومانیانی زبان, پرتگالی, سلووین زبان, کروشیائی زبان, قیطلونی, آئس لینڈی زبان, جاپانی, انڈونیشیائی زبان, ہسپانوی	کوسٹاریکا
سینٹ وینسینٹ و گریناڈائنز کی سرکاری زبان <mask> ہے۔	ہسپانوی	استونیائی زبان, فارسی, جرمن, جارجیائی زبان, آذربائیجانی, سلوواک زبان, سلووین زبان, اردو, جاپانی, ہسپانوی	سینٹ وینسینٹ و گریناڈائنز
یورپی اتحاد کی سرکاری زبان <mask> ہے۔	جرمن	ہنگری زبان, آئس لینڈی زبان, ہسپانوی, انڈونیشیائی زبان, فارسی, ترک, یوکرینی زبان, پولش زبان, البانوی زبان, جرمن	یورپی اتحاد
مونٹینیگرو کی سرکاری زبان <mask> ہے۔	البانوی زبان	جرمن, ہسپانوی, فرانسیسی, کروشیائی زبان, روسی, یونانی زبان, یوکرینی زبان, ڈینش زبان, ولندیزی زبان, البانوی زبان	مونٹینیگرو
وینیزویلا کی سرکاری زبان <mask> ہے۔	ہسپانوی	ترک, جرمن, البانوی زبان, یونانی زبان, سلووین زبان, ہنگری زبان, روسی, تھائی زبان, ولندیزی زبان, ہسپانوی	وینیزویلا
جزائر مارشل کی سرکاری زبان <mask> ہے۔	انگریزی	سربیائی, جارجیائی زبان, آرمینیائی زبان, چیکی زبان, جاپانی, فرانسیسی, کوریائی زبان, ڈینش زبان, آذربائیجانی, انگریزی	جزائر مارشل
سلوواکیہ کی سرکاری زبان <mask> ہے۔	سلوواک زبان	تھائی زبان, فارسی, پولش زبان, جاپانی, ترک, ڈینش زبان, باسک, فرانسیسی, انڈونیشیائی زبان, سلوواک زبان	سلوواکیہ
جنوبی کوریا کی سرکاری زبان <mask> ہے۔	کوریائی زبان	پولش زبان, لاطینی زبان, فنش زبان, چیکی زبان, جارجیائی زبان, کروشیائی زبان, ہسپانوی, اطالوی, فارسی, کوریائی زبان	جنوبی کوریا
کیپ ورڈی کی سرکاری زبان <mask> ہے۔	پرتگالی	چیکی زبان, انڈونیشیائی زبان, تھائی زبان, سونسکا, سربیائی, استونیائی زبان, ہنگری زبان, ولندیزی زبان, البانوی زبان, پرتگالی	کیپ ورڈی
اوکلاہوما کی سرکاری زبان <mask> ہے۔	انگریزی	ولندیزی زبان, جرمن, لیتھوانیائی زبان, کوریائی زبان, باسک, سلووین زبان, چیکی زبان, ہنگری زبان, ہسپانوی, انگریزی	اوکلاہوما
یوکرین کی سرکاری زبان <mask> ہے۔	یوکرینی زبان	رومانیانی زبان, جارجیائی زبان, البانوی زبان, ہنگری زبان, باسک, تھائی زبان, لاطینی زبان, ترک, فنش زبان, یوکرینی زبان	یوکرین
جزائر کک کی سرکاری زبان <mask> ہے۔	انگریزی	قیطلونی, ترک, جارجیائی زبان, ولندیزی زبان, بلغاری زبان, سربیائی, چیکی زبان, لاطینی زبان, آذربائیجانی, انگریزی	جزائر کک
تنزانیہ کی سرکاری زبان <mask> ہے۔	انگریزی	جرمن, فنش زبان, روسی, لیتھوانیائی زبان, ہسپانوی, چیکی زبان, اطالوی, قیطلونی, استونیائی زبان, انگریزی	تنزانیہ
ترکمانستان کی سرکاری زبان <mask> ہے۔	روسی	سلوواک زبان, لاطینی زبان, ہنگری زبان, باسک, آذربائیجانی, بلغاری زبان, جرمن, رومانیانی زبان, لیتھوانیائی زبان, روسی	ترکمانستان
سویٹزرلینڈ کی سرکاری زبان <mask> ہے۔	جرمن	قیطلونی, سلووین زبان, البانوی زبان, روسی, چیکی زبان, استونیائی زبان, فرانسیسی, یوکرینی زبان, فنش زبان, جرمن	سویٹزرلینڈ
اتر پردیش کی سرکاری زبان <mask> ہے۔	ہندی	ترک, پولش زبان, ہسپانوی, کوریائی زبان, لیتھوانیائی زبان, آئس لینڈی زبان, استونیائی زبان, فنش زبان, عبرانی, ہندی	اتر پردیش
مسوری کی سرحد <mask> کے ساتھ مشترک ہے۔	نیبراسکا	ایریزونا, میری لینڈ, رومانیہ, کینیڈا, بلغاریہ, جمہوریہ آئرلینڈ, میکسیکو, سلوواکیہ, ڈیلاویئر, نیبراسکا	مسوری
افغانستان کی سرحد <mask> کے ساتھ مشترک ہے۔	پاکستان	الاباما, پولینڈ, میری لینڈ, مونٹانا, روس, فلوریڈا, سلوواکیہ, زاکسن, آئیووا, پاکستان	افغانستان
جمہوری جمہوریہ کانگو کی سرحد <mask> کے ساتھ مشترک ہے۔	روانڈا	وکٹوریہ (آسٹریلیا), آسٹریا, برازیل, يوكون, بلغاریہ, بیجنگ, پاناما, کنساس, آرمینیا, روانڈا	جمہوری جمہوریہ کانگو
یوکرین کی سرحد <mask> کے ساتھ مشترک ہے۔	روس	نیپال, کمبوڈیا, ایڈاہو, زاکسن, پنسلوانیا, انڈونیشیا, نکاراگوا, فرانس, الاباما, روس	یوکرین
ہسپانیہ کی سرحد <mask> کے ساتھ مشترک ہے۔	پرتگال	کولوراڈو, وسکونسن, اسرائیل, بولیویا, ملاوی, انگولا, ڈنمارک, گھانا, روس, پرتگال	ہسپانیہ
اوریگون کی سرحد <mask> کے ساتھ مشترک ہے۔	ایڈاہو	سلووینیا, نیواڈا, البانیا, نکاراگوا, پیرو, کوئنزلینڈ, تھائی لینڈ, کینٹکی, کینیڈا, ایڈاہو	اوریگون
برازیل کی سرحد <mask> کے ساتھ مشترک ہے۔	گیانا	ہائیڈل برگ, ملاوی, کوسووہ, نکاراگوا, پنسلوانیا, وسکونسن, اردن, جاپان, بولیویا, گیانا	برازیل
اوہائیو کی سرحد <mask> کے ساتھ مشترک ہے۔	انڈیانا	اردن, ایڈاہو, بینن, اطالیہ, لوزیانا, سلووینیا, بیجنگ, بوٹسوانا, وینیزویلا, انڈیانا	اوہائیو
زیمبیا کی سرحد <mask> کے ساتھ مشترک ہے۔	موزمبیق	بوٹسوانا, سنگاپور, جاپان, یونان, بیجنگ, سویٹزرلینڈ, بواریا, جوہانسبرگ, ایتھوپیا, موزمبیق	زیمبیا
نیو میکسیکو کی سرحد <mask> کے ساتھ مشترک ہے۔	ایریزونا	سنگاپور, جوہانسبرگ, البانیا, پرتگال, لکسمبرگ, کنساس, تائیوان, ہامبرگ, ناروے, ایریزونا	نیو میکسیکو
یمن کی سرحد <mask> کے ساتھ مشترک ہے۔	عمان	وائیومنگ, البانیا, بیجنگ, فلپائن, کینیڈا, کمبوڈیا, اسکاٹ لینڈ, گھانا, اوریگون, عمان	یمن
کینٹکی کی سرحد <mask> کے ساتھ مشترک ہے۔	انڈیانا	کیوبیک, نائجر, نیبراسکا, نیپال, کینیا, کروشیا, مینیسوٹا, چاڈ, ویانا, انڈیانا	کینٹکی
مینیسوٹا کی سرحد <mask> کے ساتھ مشترک ہے۔	آئیووا	یوگنڈا, ایریزونا, آذربائیجان, موزمبیق, نمیبیا, اسرائیل, وسکونسن, چاڈ, ٹینیسی, آئیووا	مینیسوٹا
بولیویا کی سرحد <mask> کے ساتھ مشترک ہے۔	چلی	ڈنمارک, انڈونیشیا, سنگاپور, وینیزویلا, کینیڈا, کیمرون, بلغاریہ, ٹیکساس, افریقا, چلی	بولیویا
بالائی آسٹریا کی سرحد <mask> کے ساتھ مشترک ہے۔	بواریا	تھائی لینڈ, آسٹریا, نمیبیا, کیوبیک, ازبکستان, تنزانیہ, نیواڈا, صومالیہ, ایتھوپیا, بواریا	بالائی آسٹریا
نیو فاؤنڈ لینڈ اور لیبراڈور کی سرحد <mask> کے ساتھ مشترک ہے۔	کیوبیک	زاکسن, کولمبیا, گیبون, مسوری, کینیڈا, تھائی لینڈ, اوریگون, پرتگال, کوئنزلینڈ, کیوبیک	نیو فاؤنڈ لینڈ اور لیبراڈور
کولوراڈو کی سرحد <mask> کے ساتھ مشترک ہے۔	اوکلاہوما	فلوریڈا, نائجر, ہیسے, پنسلوانیا, ایران, تنزانیہ, صومالیہ, بروکلن، نیویارک, ایکواڈور, اوکلاہوما	کولوراڈو
ملائیشیا کی سرحد <mask> کے ساتھ مشترک ہے۔	برونائی دار السلام	آرکنساس, ورمونٹ, ازبکستان, برندنبرگ, ٹینیسی, آرمینیا, ملائیشیا, تاجکستان, کینٹکی, برونائی دار السلام	ملائیشیا
رومانیہ کی سرحد <mask> کے ساتھ مشترک ہے۔	مالدووا	کنساس, جوہانسبرگ, بینن, مصر, ویانا, کیلی فورنیا, آذربائیجان, پاناما, سوڈان, مالدووا	رومانیہ
اسکاٹ لینڈ کی سرحد <mask> کے ساتھ مشترک ہے۔	انگلستان	تاجکستان, آرکنساس, ارجنٹائن, ویانا, چلی, اطالیہ, بولیویا, گیبون, عراق, انگلستان	اسکاٹ لینڈ
مالدووا کی سرحد <mask> کے ساتھ مشترک ہے۔	رومانیہ	نیواڈا, روس, نیبراسکا, مسوری, کینٹکی, نائجر, ایریزونا, لوزیانا, آرکنساس, رومانیہ	مالدووا
یورپی اتحاد کی سرحد <mask> کے ساتھ مشترک ہے۔	مالدووا	لاؤس, مینیسوٹا, بیلاروس, میساچوسٹس, پاناما, کیلی فورنیا, مونٹینیگرو, ایڈاہو, لبنان, مالدووا	یورپی اتحاد
برکینا فاسو کی سرحد <mask> کے ساتھ مشترک ہے۔	نائجر	ایکواڈور, گیبون, بلجئیم, افریقا, البرٹا, آسٹریا, بیجنگ, گواتیمالا, جمہوریہ گنی, نائجر	برکینا فاسو
تنزانیہ کی سرحد <mask> کے ساتھ مشترک ہے۔	موزمبیق	ایتھوپیا, یوٹاہ, مینیسوٹا, مسیسپی, گیانا, سلوواکیہ, اطالیہ, زیمبیا, آئیووا, موزمبیق	تنزانیہ
بلجئیم کی سرحد <mask> کے ساتھ مشترک ہے۔	فرانس	منگولیا, میکسیکو, موزمبیق, پولینڈ, سویٹزرلینڈ, نمیبیا, ہسپانیہ, گھانا, پیرو, فرانس	بلجئیم
ملاوی کی سرحد <mask> کے ساتھ مشترک ہے۔	تنزانیہ	تاجکستان, وائیومنگ, یوٹاہ, نائجر, سوریہ, ہیسے, ارجنٹائن, بیلیز, انڈیانا, تنزانیہ	ملاوی
پولینڈ کی سرحد <mask> کے ساتھ مشترک ہے۔	جرمنی	سلوواکیہ, ایریزونا, یوگنڈا, جاپان, البرٹا, وسکونسن, ٹینیسی, ویتنام, بیلیز, جرمنی	پولینڈ
مشرقی جرمنی کی سرحد <mask> کے ساتھ مشترک ہے۔	پولینڈ	لٹویا, ٹیکساس, بولیویا, کوئنزلینڈ, سوریہ, لیبیا, ایکواڈور, انڈونیشیا, مالدووا, پولینڈ	مشرقی جرمنی
اریتریا کی سرحد <mask> کے ساتھ مشترک ہے۔	سوڈان	سینیگال, سویڈن, انڈونیشیا, مسیسپی, پیراگوئے, وائیومنگ, عمان, بواریا, ورمونٹ, سوڈان	اریتریا
نیدرزاکسن کی سرحد <mask> کے ساتھ مشترک ہے۔	برندنبرگ	ملائیشیا, جمہوریہ گنی, ریاست جارجیا, تاجکستان, لیبیا, انگلستان, پیراگوئے, ڈنمارک, الجزائر, برندنبرگ	نیدرزاکسن
جرمنی کی سرحد <mask> کے ساتھ مشترک ہے۔	سویٹزرلینڈ	سلووینیا, مسوری, یوگنڈا, سنگاپور, انگولا, افغانستان, کروشیا, کرغیزستان, اطالیہ, سویٹزرلینڈ	جرمنی
زاکسن-آنہالت کی سرحد <mask> کے ساتھ مشترک ہے۔	برندنبرگ	کولمبیا, آسٹریا, ویلز, چلی, کوسووہ, موزمبیق, ہنگری, مالدووا, کینیا, برندنبرگ	زاکسن-آنہالت
مراکش کی سرحد <mask> کے ساتھ مشترک ہے۔	ہسپانیہ	وسکونسن, نمیبیا, نیپال, ہیٹی, لتھووینیا, کولوراڈو, میری لینڈ, لکسمبرگ, موزمبیق, ہسپانیہ	مراکش
یورپی اتحاد کی سرحد <mask> کے ساتھ مشترک ہے۔	رومانیہ	ایریزونا, الجزائر, مالدووا, آذربائیجان, منگولیا, زیمبیا, اسرائیل, جوہانسبرگ, اوکلاہوما, رومانیہ	یورپی اتحاد
سعودی عرب کی سرحد <mask> کے ساتھ مشترک ہے۔	عمان	انٹاریو, مالدووا, نمیبیا, گیبون, تنزانیہ, سوڈان, مشی گن, ہسپانیہ, نائجیریا, عمان	سعودی عرب
ایڈاہو کی سرحد <mask> کے ساتھ مشترک ہے۔	وائیومنگ	ازبکستان, ہیٹی, ڈیلاویئر, میساچوسٹس, جاپان, سوریہ, ریاست جارجیا, آئیووا, جارجیا, وائیومنگ	ایڈاہو
ترکی کی سرحد <mask> کے ساتھ مشترک ہے۔	سوریہ	کینیا, الاباما, مشی گن, نکاراگوا, لکسمبرگ, لیبیا, انڈونیشیا, انڈیانا, وائیومنگ, سوریہ	ترکی
جنوبی ڈکوٹا کی سرحد <mask> کے ساتھ مشترک ہے۔	نیبراسکا	افغانستان, سوریہ, البانیا, سلوواکیہ, لاؤس, نیواڈا, ہنگری, بھارت, ریاست جارجیا, نیبراسکا	جنوبی ڈکوٹا
یورپی اتحاد کی سرحد <mask> کے ساتھ مشترک ہے۔	ڈنمارک	بلجئیم, نیواڈا, ایڈاہو, مونٹینیگرو, پیرو, عمان, انڈونیشیا, جرمنی, اوریگون, ڈنمارک	یورپی اتحاد
نیو ہیمپشائر کی سرحد <mask> کے ساتھ مشترک ہے۔	میساچوسٹس	وکٹوریہ (آسٹریلیا), بولیویا, ایڈاہو, الاباما, لٹویا, نیپال, ورمونٹ, ڈیلاویئر, لبنان, میساچوسٹس	نیو ہیمپشائر
ویتنام کی سرحد <mask> کے ساتھ مشترک ہے۔	لاؤس	منگولیا, کمبوڈیا, الجزائر, نائجر, ڈیلاویئر, عراق, جمہوریہ آئرلینڈ, البرٹا, ویتنام, لاؤس	ویتنام
سوریہ کی سرحد <mask> کے ساتھ مشترک ہے۔	عراق	یوکرین, تاجکستان, نکاراگوا, تائیوان, سربیا, نمیبیا, نائجیریا, ریاست جارجیا, منگولیا, عراق	سوریہ
نیو جرسی کی سرحد <mask> کے ساتھ مشترک ہے۔	ڈیلاویئر	انگلستان, جارجیا, کوئنزلینڈ, ویتنام, ایران, الجزائر, ورجینیا, عراق, کیمرون, ڈیلاویئر	نیو جرسی
شمالی مقدونیہ کی سرحد <mask> کے ساتھ مشترک ہے۔	البانیا	گیانا, اطالیہ, ازبکستان, وسکونسن, افغانستان, ٹینیسی, بلجئیم, کینیڈا, نمیبیا, البانیا	شمالی مقدونیہ
نیدرلینڈز کی سرحد <mask> کے ساتھ مشترک ہے۔	جرمنی	عمان, کینٹکی, بلجئیم, اسکاٹ لینڈ, نیپال, ہنگری, تائیوان, گیانا, برونائی دار السلام, جرمنی	نیدرلینڈز
لوزیانا کی سرحد <mask> کے ساتھ مشترک ہے۔	مسیسپی	سربیا, آسٹریا, کرغیزستان, بینن, کنساس, سلووینیا, ورجینیا, فلپائن, روس, مسیسپی	لوزیانا
واشنگٹن ڈی سی کی سرحد <mask> کے ساتھ مشترک ہے۔	ورجینیا	ٹینیسی, پاکستان, میکسیکو, انڈونیشیا, روس, کولمبیا, ہنگری, آسٹریا, کوئنزلینڈ, ورجینیا	واشنگٹن ڈی سی
شمالی مقدونیہ کی سرحد <mask> کے ساتھ مشترک ہے۔	کوسووہ	سوریہ, ایکواڈور, نیبراسکا, اوکلاہوما, ازبکستان, ناروے, بلجئیم, نیپال, انگولا, کوسووہ	شمالی مقدونیہ
شمال مغربی علاقہ جات، کینیڈا کی سرحد <mask> کے ساتھ مشترک ہے۔	يوكون	الینوائے, بوٹسوانا, لیبیا, پنسلوانیا, سلوواکیہ, تھائی لینڈ, سوڈان, مونٹانا, وینیزویلا, يوكون	شمال مغربی علاقہ جات، کینیڈا
جرمنی کی سرحد <mask> کے ساتھ مشترک ہے۔	پولینڈ	سلووینیا, مونٹانا, لوزیانا, لاؤس, زمبابوے, ایتھوپیا, ریاست جارجیا, آئیووا, اوریگون, پولینڈ	جرمنی
عوامی جمہوریہ چین کی سرحد <mask> کے ساتھ مشترک ہے۔	تاجکستان	اوریگون, کرغیزستان, البانیا, نائجر, اسکاٹ لینڈ, بلجئیم, الجزائر, کولمبیا, جاپان, تاجکستان	عوامی جمہوریہ چین
تھائی لینڈ کی سرحد <mask> کے ساتھ مشترک ہے۔	کمبوڈیا	الجزائر, نائجر, تھائی لینڈ, برازیل, ایڈاہو, لائبیریا, کیوبیک, جاپان, ویتنام, کمبوڈیا	تھائی لینڈ
لیبیا کی سرحد <mask> کے ساتھ مشترک ہے۔	الجزائر	لاؤس, بیلاروس, بیلیز, ایڈاہو, وکٹوریہ (آسٹریلیا), عراق, سربیا, ایریزونا, اسرائیل, الجزائر	لیبیا
یورپی اتحاد کی سرحد <mask> کے ساتھ مشترک ہے۔	ناروے	نیواڈا, بیلیز, نائجیریا, برونائی دار السلام, لبنان, ریاست جارجیا, کیوبیک, انٹاریو, جوہانسبرگ, ناروے	یورپی اتحاد
مالی کی سرحد <mask> کے ساتھ مشترک ہے۔	نائجر	برونائی دار السلام, مشی گن, اسکاٹ لینڈ, زیمبیا, اوکلاہوما, کیلی فورنیا, ہائیڈل برگ, پیرو, انگلستان, نائجر	مالی
