Prompt	Ans	Candidate Ans	Subject
Is í <mask> teanga oifigiúil Utah.	An Béarla	An Ollainnis, An tSeirbis, An Rómáinis, An Laidin, An Íoslainnis, An Bhascais, An Pholainnis, An Ghearmáinis, An tSeicis, An Béarla	Utah
Is í <mask> teanga oifigiúil Tóga.	An Fhraincis	An tSlóvaicis, An Laidin, An Rúisis, An Asarbaiseáinis, An Pholainnis, An Phortaingéilis, An Eabhrais, An Albáinis, An Chatalóinis, An Fhraincis	Tóga
Is í <mask> teanga oifigiúil An tSaimbia.	An Béarla	An Laidin, An Ghearmáinis, An Iodáilis, An Fhionlainnis, Seoirsis, An Pholainnis, An Íoslainnis, An Urdais, An Ollainnis, An Béarla	An tSaimbia
Is í <mask> teanga oifigiúil An Libéir.	An Béarla	An Chóiréis, An Urdais, An Indinéisis, An Bhascais, An tSlóvaicis, An Téalainnis, An Chatalóinis, An Rómáinis, An tSeirbis, An Béarla	An Libéir
Is í <mask> teanga oifigiúil Oileán Phrionsa Éadbhard.	An Béarla	An Ghearmáinis, An Ghréigis, An tSeicis, An Liotuáinis, An Fhraincis, An Eabhrais, An Téalainnis, An tSlóivéinis, An Airméinis, An Béarla	Oileán Phrionsa Éadbhard
Is í <mask> teanga oifigiúil An Chosaiv.	An tSeirbis	An Pholainnis, An Indinéisis, An Béarla, An Airméinis, An Pheirsis, An Phortaingéilis, An Téalainnis, An Eabhrais, Seoirsis, An tSeirbis	An Chosaiv
Is í <mask> teanga oifigiúil An Mhaláiv.	An Béarla	An Laidin, An Rómáinis, An Albáinis, An tSualainnis, An Ollainnis, An Rúisis, An Fhionlainnis, An Úcráinis, An Eabhrais, An Béarla	An Mhaláiv
Is í <mask> teanga oifigiúil Túrcú.	An Fhionlainnis	An Danmhairgis, An Íoslainnis, An Téalainnis, An Liotuáinis, An Ghréigis, An Béarla, An Spáinnis, An tSlóivéinis, An Eastóinis, An Fhionlainnis	Túrcú
Is í <mask> teanga oifigiúil Angóla.	An Phortaingéilis	An Ungáiris, An Liotuáinis, An Indinéisis, An Bhulgáiris, An Iodáilis, An Pholainnis, An tSualainnis, An Airméinis, An Íoslainnis, An Phortaingéilis	Angóla
Is í <mask> teanga oifigiúil Túrcú.	An tSualainnis	An tSlóvaicis, An tSeapáinis, An Airméinis, Seoirsis, An Fhionlainnis, An Asarbaiseáinis, An Spáinnis, An Ollainnis, An Úcráinis, An tSualainnis	Túrcú
Is í <mask> teanga oifigiúil An tSúdáin.	An Béarla	An Rúisis, An Ollainnis, Seoirsis, An tSeapáinis, An Pheirsis, An Eastóinis, An Iodáilis, An Chróitis, An tSeicis, An Béarla	An tSúdáin
Is í <mask> teanga oifigiúil An tAontas Sóivéadach.	An Rúisis	An tSeapáinis, An tSeirbis, An Spáinnis, An tSlóivéinis, An Urdais, An Rómáinis, An Bhulgáiris, An Asarbaiseáinis, An Eastóinis, An Rúisis	An tAontas Sóivéadach
Is í <mask> teanga oifigiúil Saskatchewan.	An Fhraincis	An Bhascais, An Indinéisis, An Fhionlainnis, An Airméinis, An Pholainnis, An Téalainnis, An tSínis, An Pheirsis, An Urdais, An Fhraincis	Saskatchewan
Is í <mask> teanga oifigiúil Arúba.	An Ollainnis	An Chróitis, An Úcráinis, An Spáinnis, An Téalainnis, An Urdais, An Ghearmáinis, An Bhascais, An Béarla, An Liotuáinis, An Ollainnis	Arúba
Is í <mask> teanga oifigiúil Heilsincí.	An tSualainnis	An tSlóvaicis, An Íoslainnis, An Bhascais, An Ghearmáinis, An tSeirbis, An Rómáinis, An Albáinis, An Iodáilis, An tSínis, An tSualainnis	Heilsincí
Is í <mask> teanga oifigiúil Arizona.	An Béarla	An Chróitis, An Asarbaiseáinis, An Airméinis, An Liotuáinis, An Chóiréis, An tSeapáinis, An Chatalóinis, An Eastóinis, An tSínis, An Béarla	Arizona
Is í <mask> teanga oifigiúil Siarra Leon.	An Béarla	An Spáinnis, An Eastóinis, An Tuircis, An Ghearmáinis, An Airméinis, An Asarbaiseáinis, An tSlóvaicis, An tSeapáinis, An Chatalóinis, An Béarla	Siarra Leon
Is í <mask> teanga oifigiúil Paragua.	An Spáinnis	An Rúisis, An Téalainnis, An Fhraincis, An Liotuáinis, An Danmhairgis, An tSeirbis, An Tuircis, An Airméinis, Seoirsis, An Spáinnis	Paragua
Is í <mask> teanga oifigiúil An Bhaisceartastáin.	An Rúisis	An Chóiréis, An Tuircis, An Fhionlainnis, An tSeapáinis, An Chatalóinis, An tSínis, An Danmhairgis, An Fhraincis, An Indinéisis, An Rúisis	An Bhaisceartastáin
Is í <mask> teanga oifigiúil An Indinéis.	An Indinéisis	An Fhraincis, An Rómáinis, An Ghréigis, An Íoslainnis, An Rúisis, An Chróitis, An Eastóinis, An Chóiréis, An Béarla, An Indinéisis	An Indinéis
Is í <mask> teanga oifigiúil Monacó.	An Fhraincis	Seoirsis, An Urdais, An Laidin, An tSeirbis, An Téalainnis, An tSualainnis, An Airméinis, An Fhionlainnis, An Tuircis, An Fhraincis	Monacó
Is í <mask> teanga oifigiúil An Asarbaiseáin.	An Asarbaiseáinis	An tSeicis, An Téalainnis, An Airméinis, An Spáinnis, An tSeirbis, An Úcráinis, An Bhascais, An Chóiréis, An Eastóinis, An Asarbaiseáinis	An Asarbaiseáin
Is í <mask> teanga oifigiúil Singeapór.	An Béarla	An Indinéisis, An Chatalóinis, An Eabhrais, An tSualainnis, An Rómáinis, An Laidin, An Phortaingéilis, An tSlóvaicis, An Bhulgáiris, An Béarla	Singeapór
Is í <mask> teanga oifigiúil Beirn.	An Ghearmáinis	An tSeicis, An tSualainnis, An Indinéisis, An Bhascais, An Íoslainnis, An Úcráinis, Seoirsis, An Rúisis, An Ghréigis, An Ghearmáinis	Beirn
Is í <mask> teanga oifigiúil Fidsí.	An Béarla	An Phortaingéilis, An tSeirbis, An Indinéisis, An tSeapáinis, An Chróitis, An Pholainnis, An Spáinnis, An Tuircis, An Pheirsis, An Béarla	Fidsí
Is í <mask> teanga oifigiúil An India.	An Hiondúis	An Rómáinis, An Bhulgáiris, An Íoslainnis, An Spáinnis, Seoirsis, An Chatalóinis, An Bhascais, An Urdais, An Danmhairgis, An Hiondúis	An India
Is í <mask> teanga oifigiúil Ceanada.	An Béarla	An Eabhrais, An Chróitis, An Liotuáinis, An Téalainnis, An Laidin, An Ungáiris, An Pheirsis, An Danmhairgis, An Iodáilis, An Béarla	Ceanada
Is í <mask> teanga oifigiúil Náisiúin Aontaithe.	An Rúisis	An tSlóivéinis, An tSlóvaicis, An Fhraincis, An Laidin, An Eabhrais, An Ollainnis, An Liotuáinis, An Iodáilis, An Albáinis, An Rúisis	Náisiúin Aontaithe
Is í <mask> teanga oifigiúil An Bhurúin.	An Fhraincis	An Ollainnis, An Spáinnis, An Iodáilis, An Bhascais, An Bhulgáiris, An tSlóivéinis, An Eabhrais, An Béarla, An tSeapáinis, An Fhraincis	An Bhurúin
Is í <mask> teanga oifigiúil Tuaisceart Éireann.	An Béarla	An Ollainnis, An Eabhrais, An tSínis, An Chatalóinis, An Chóiréis, An Ghréigis, An tSeirbis, An tSlóvaicis, An Tuircis, An Béarla	Tuaisceart Éireann
Is í <mask> teanga oifigiúil Mailí.	An Fhraincis	An Laidin, An Chóiréis, An Rúisis, An Eastóinis, An Spáinnis, An tSlóvaicis, An tSlóivéinis, An Ghearmáinis, An Airméinis, An Fhraincis	Mailí
Is í <mask> teanga oifigiúil San Críostóir-Nimheas.	An Béarla	An tSualainnis, An Spáinnis, An Chóiréis, An Íoslainnis, An Indinéisis, An Ghréigis, An Téalainnis, An tSeapáinis, An Bhulgáiris, An Béarla	San Críostóir-Nimheas
Is í <mask> teanga oifigiúil Lucsamburg.	An Ghearmáinis	Seoirsis, An Phortaingéilis, An tSlóivéinis, An Albáinis, An Ungáiris, An Urdais, An Ollainnis, An Tuircis, An Bhulgáiris, An Ghearmáinis	Lucsamburg
Is í <mask> teanga oifigiúil An tAontas Eorpach.	An Danmhairgis	An Ghearmáinis, An tSeirbis, An tSlóivéinis, An Chóiréis, An Pheirsis, An Chatalóinis, An Chróitis, An Ghréigis, An Laidin, An Danmhairgis	An tAontas Eorpach
Is í <mask> teanga oifigiúil An Albáin.	An Albáinis	An Laidin, An Chróitis, An Bhascais, An tSeirbis, An Danmhairgis, An tSlóivéinis, An Tuircis, An Fhraincis, An Ollainnis, An Albáinis	An Albáin
Is í <mask> teanga oifigiúil An Chipir.	An Tuircis	An Pholainnis, An Urdais, An Albáinis, An Ghréigis, An Airméinis, An Chatalóinis, An Laidin, An tSualainnis, An tSlóvaicis, An Tuircis	An Chipir
Is í <mask> teanga oifigiúil Eagraíocht Chonradh an Atlantaigh Thuaidh.	An Fhraincis	An Rómáinis, An Eabhrais, An tSlóivéinis, An Chatalóinis, An Spáinnis, An Laidin, An Fhionlainnis, An tSeapáinis, An Bhulgáiris, An Fhraincis	Eagraíocht Chonradh an Atlantaigh Thuaidh
Is í <mask> teanga oifigiúil Saint-Pierre-et-Miquelon.	An Fhraincis	An Iodáilis, Seoirsis, An Bhascais, An Ghréigis, An Spáinnis, An tSeirbis, An Laidin, An Liotuáinis, An Chatalóinis, An Fhraincis	Saint-Pierre-et-Miquelon
Is í <mask> teanga oifigiúil An Airméin.	An Airméinis	An Ghréigis, An Téalainnis, An tSlóvaicis, An Íoslainnis, An Bhulgáiris, An Urdais, An Rúisis, An Eabhrais, An Ollainnis, An Airméinis	An Airméin
Is í <mask> teanga oifigiúil An Ghabúin.	An Fhraincis	An Phortaingéilis, An Asarbaiseáinis, An tSualainnis, An Ghréigis, An tSlóvaicis, An Ollainnis, An tSínis, An Airméinis, An Ungáiris, An Fhraincis	An Ghabúin
Is í <mask> teanga oifigiúil Pórtó Ríce.	An Spáinnis	An Bhulgáiris, An Phortaingéilis, An Íoslainnis, An tSeapáinis, An Béarla, An Iodáilis, An Rómáinis, An Ollainnis, An tSínis, An Spáinnis	Pórtó Ríce
Is í <mask> teanga oifigiúil Pórtó Ríce.	An Béarla	An Bhascais, An tSínis, An Airméinis, An Liotuáinis, An Chóiréis, An Danmhairgis, An Úcráinis, An Rómáinis, An Urdais, An Béarla	Pórtó Ríce
Is í <mask> teanga oifigiúil Tuvalu.	An Béarla	Seoirsis, An Spáinnis, An Eastóinis, An Bhascais, An Ghearmáinis, An Chóiréis, An tSínis, An Chróitis, An Úcráinis, An Béarla	Tuvalu
Is í <mask> teanga oifigiúil Iowa.	An Béarla	An tSualainnis, An Úcráinis, Seoirsis, An Bhascais, An Pholainnis, An tSeicis, An Fhraincis, An Chóiréis, An tSlóvaicis, An Béarla	Iowa
Is í <mask> teanga oifigiúil An tSualainn.	An tSualainnis	An Íoslainnis, An Úcráinis, An Chatalóinis, An Eastóinis, An Eabhrais, An Rúisis, An Indinéisis, An Laidin, An Pheirsis, An tSualainnis	An tSualainn
Is í <mask> teanga oifigiúil Beinin.	An Fhraincis	An Rúisis, An Liotuáinis, An Íoslainnis, An Tuircis, An Albáinis, An Ungáiris, An Danmhairgis, An Bhulgáiris, An Ghréigis, An Fhraincis	Beinin
Is í <mask> teanga oifigiúil Florida.	An Béarla	An tSeirbis, An Ghearmáinis, An Eabhrais, An Tuircis, An Íoslainnis, An Úcráinis, An Ghréigis, An Indinéisis, An Rúisis, An Béarla	Florida
Is í <mask> teanga oifigiúil Virginia.	An Béarla	An Tuircis, An Téalainnis, An tSlóivéinis, An Eastóinis, An Ghréigis, An Iodáilis, An Eabhrais, An Airméinis, An Danmhairgis, An Béarla	Virginia
Is í <mask> teanga oifigiúil Antigua agus Barbúda.	An Béarla	An Albáinis, An Bhascais, An Urdais, An Airméinis, An Rúisis, An Spáinnis, An Téalainnis, An Ollainnis, An Chóiréis, An Béarla	Antigua agus Barbúda
Is í <mask> teanga oifigiúil An Bheilg.	An Fhraincis	An Indinéisis, An Pheirsis, An Spáinnis, An Laidin, An Chóiréis, An Pholainnis, An tSeicis, An tSualainnis, An Airméinis, An Fhraincis	An Bheilg
Is í <mask> teanga oifigiúil An Chatalóin.	An Chatalóinis	An tSlóivéinis, An Béarla, An Pheirsis, An Phortaingéilis, An Chóiréis, An tSínis, An Chróitis, An Bhascais, An Laidin, An Chatalóinis	An Chatalóin
Is í <mask> teanga oifigiúil Albain.	An Béarla	An Liotuáinis, Seoirsis, An Ollainnis, An tSeirbis, An Ungáiris, An Chóiréis, An Airméinis, An Ghearmáinis, An Úcráinis, An Béarla	Albain
Is í <mask> teanga oifigiúil Cúba.	An Spáinnis	An Laidin, An Iodáilis, An Bhascais, An Airméinis, An Ghearmáinis, An tSínis, An Fhionlainnis, An Béarla, An Rúisis, An Spáinnis	Cúba
Is í <mask> teanga oifigiúil Stáit Chónaidhme na Micrinéise.	An Béarla	An Liotuáinis, An Chóiréis, An Airméinis, An tSlóivéinis, An tSeapáinis, An Spáinnis, An Eastóinis, An tSualainnis, An Ungáiris, An Béarla	Stáit Chónaidhme na Micrinéise
Is í <mask> teanga oifigiúil An Bhulgáir.	An Bhulgáiris	An Ghearmáinis, An Urdais, An Liotuáinis, An Téalainnis, An Eastóinis, An tSlóvaicis, An Airméinis, An Chróitis, An tSeapáinis, An Bhulgáiris	An Bhulgáir
Is í <mask> teanga oifigiúil Stáit Aontaithe Mheiriceá.	An Béarla	An Asarbaiseáinis, An Liotuáinis, An Danmhairgis, An Eastóinis, An Rómáinis, An Fhionlainnis, An Téalainnis, An tSlóvaicis, An tSeicis, An Béarla	Stáit Aontaithe Mheiriceá
Is í <mask> teanga oifigiúil Illinois.	An Béarla	An Laidin, An Chóiréis, An tSeirbis, An Iodáilis, An Danmhairgis, An Albáinis, An Spáinnis, An Téalainnis, An Chatalóinis, An Béarla	Illinois
Is í <mask> teanga oifigiúil An tAontas Eorpach.	An Iodáilis	An Bhascais, An Bhulgáiris, An tSínis, An Eabhrais, An Asarbaiseáinis, An tSeapáinis, An Liotuáinis, An Rómáinis, An Eastóinis, An Iodáilis	An tAontas Eorpach
Is í <mask> teanga oifigiúil Tennessee.	An Béarla	An Ollainnis, An tSeapáinis, An Pheirsis, An Eabhrais, An Airméinis, An tSlóivéinis, Seoirsis, An Laidin, An Úcráinis, An Béarla	Tennessee
Is í <mask> teanga oifigiúil An tAontas Eorpach.	An tSualainnis	An Iodáilis, An Rúisis, An Chatalóinis, An Fhionlainnis, An Eastóinis, An Spáinnis, An Tuircis, An Rómáinis, An Úcráinis, An tSualainnis	An tAontas Eorpach
Is í <mask> teanga oifigiúil Na hOileáin Chanáracha.	An Spáinnis	An tSlóivéinis, An Pholainnis, An Chatalóinis, An tSeicis, An Indinéisis, An Úcráinis, An Tuircis, An tSínis, An Iodáilis, An Spáinnis	Na hOileáin Chanáracha
Is í <mask> teanga oifigiúil Macau.	An Phortaingéilis	An Laidin, An Eastóinis, An Airméinis, An tSualainnis, Seoirsis, An tSlóivéinis, An Iodáilis, An Pheirsis, An Eabhrais, An Phortaingéilis	Macau
Is í <mask> teanga oifigiúil Cósta Ríce.	An Spáinnis	An Ungáiris, An Rómáinis, An Phortaingéilis, An tSlóivéinis, An Chróitis, An Chatalóinis, An Íoslainnis, An tSeapáinis, An Indinéisis, An Spáinnis	Cósta Ríce
Is í <mask> teanga oifigiúil San Uinseann agus na Greanáidíní.	An Spáinnis	An Eastóinis, An Pheirsis, An Ghearmáinis, Seoirsis, An Asarbaiseáinis, An tSlóvaicis, An tSlóivéinis, An Urdais, An tSeapáinis, An Spáinnis	San Uinseann agus na Greanáidíní
Is í <mask> teanga oifigiúil An tAontas Eorpach.	An Ghearmáinis	An Ungáiris, An Íoslainnis, An Spáinnis, An Indinéisis, An Pheirsis, An Tuircis, An Úcráinis, An Pholainnis, An Albáinis, An Ghearmáinis	An tAontas Eorpach
Is í <mask> teanga oifigiúil Montainéagró.	An Albáinis	An Ghearmáinis, An Spáinnis, An Fhraincis, An Chróitis, An Rúisis, An Ghréigis, An Úcráinis, An Danmhairgis, An Ollainnis, An Albáinis	Montainéagró
Is í <mask> teanga oifigiúil Veiniséala.	An Spáinnis	An Tuircis, An Ghearmáinis, An Albáinis, An Ghréigis, An tSlóivéinis, An Ungáiris, An Rúisis, An Téalainnis, An Ollainnis, An Spáinnis	Veiniséala
Is í <mask> teanga oifigiúil Oileáin Marshall.	An Béarla	An tSeirbis, Seoirsis, An Airméinis, An tSeicis, An tSeapáinis, An Fhraincis, An Chóiréis, An Danmhairgis, An Asarbaiseáinis, An Béarla	Oileáin Marshall
Is í <mask> teanga oifigiúil An tSlóvaic.	An tSlóvaicis	An Téalainnis, An Pheirsis, An Pholainnis, An tSeapáinis, An Tuircis, An Danmhairgis, An Bhascais, An Fhraincis, An Indinéisis, An tSlóvaicis	An tSlóvaic
Is í <mask> teanga oifigiúil An Chóiré Theas.	An Chóiréis	An Pholainnis, An Laidin, An Fhionlainnis, An tSeicis, Seoirsis, An Chróitis, An Spáinnis, An Iodáilis, An Pheirsis, An Chóiréis	An Chóiré Theas
Is í <mask> teanga oifigiúil Rinn Verde.	An Phortaingéilis	An tSeicis, An Indinéisis, An Téalainnis, An tSualainnis, An tSeirbis, An Eastóinis, An Ungáiris, An Ollainnis, An Albáinis, An Phortaingéilis	Rinn Verde
Is í <mask> teanga oifigiúil Oklahoma.	An Béarla	An Ollainnis, An Ghearmáinis, An Liotuáinis, An Chóiréis, An Bhascais, An tSlóivéinis, An tSeicis, An Ungáiris, An Spáinnis, An Béarla	Oklahoma
Is í <mask> teanga oifigiúil An Úcráin.	An Úcráinis	An Rómáinis, Seoirsis, An Albáinis, An Ungáiris, An Bhascais, An Téalainnis, An Laidin, An Tuircis, An Fhionlainnis, An Úcráinis	An Úcráin
Is í <mask> teanga oifigiúil Oileáin Cook.	An Béarla	An Chatalóinis, An Tuircis, Seoirsis, An Ollainnis, An Bhulgáiris, An tSeirbis, An tSeicis, An Laidin, An Asarbaiseáinis, An Béarla	Oileáin Cook
Is í <mask> teanga oifigiúil An Tansáin.	An Béarla	An Ghearmáinis, An Fhionlainnis, An Rúisis, An Liotuáinis, An Spáinnis, An tSeicis, An Iodáilis, An Chatalóinis, An Eastóinis, An Béarla	An Tansáin
Is í <mask> teanga oifigiúil An Tuircméanastáin.	An Rúisis	An tSlóvaicis, An Laidin, An Ungáiris, An Bhascais, An Asarbaiseáinis, An Bhulgáiris, An Ghearmáinis, An Rómáinis, An Liotuáinis, An Rúisis	An Tuircméanastáin
Is í <mask> teanga oifigiúil An Eilvéis.	An Ghearmáinis	An Chatalóinis, An tSlóivéinis, An Albáinis, An Rúisis, An tSeicis, An Eastóinis, An Fhraincis, An Úcráinis, An Fhionlainnis, An Ghearmáinis	An Eilvéis
Is í <mask> teanga oifigiúil Uttar Pradesh.	An Hiondúis	An Tuircis, An Pholainnis, An Spáinnis, An Chóiréis, An Liotuáinis, An Íoslainnis, An Eastóinis, An Fhionlainnis, An Eabhrais, An Hiondúis	Uttar Pradesh
Teorainneacha scaireanna Missouri le <mask>.	Nebraska	Arizona, Maryland, An Rómáin, Ceanada, An Bhulgáir, Poblacht na hÉireann, Meicsiceo, An tSlóvaic, Delaware, Nebraska	Missouri
Teorainneacha scaireanna An Afganastáin le <mask>.	An Phacastáin	Alabama, An Pholainn, Maryland, Montana, An Rúis, Florida, An tSlóvaic, An tSacsain, Iowa, An Phacastáin	An Afganastáin
Teorainneacha scaireanna Poblacht Dhaonlathach an Chongó le <mask>.	Ruanda	Victoria, An Ostair, An Bhrasaíl, Yukon, An Bhulgáir, Béising, Panama, Kansas, An Airméin, Ruanda	Poblacht Dhaonlathach an Chongó
Teorainneacha scaireanna An Úcráin le <mask>.	An Rúis	Neipeal, An Chambóid, Idaho, An tSacsain, Pennsylvania, An Indinéis, Nicearagua, An Fhrainc, Alabama, An Rúis	An Úcráin
Teorainneacha scaireanna An Spáinn le <mask>.	An Phortaingéil	Colorado, Wisconsin, Iosrael, An Bholaiv, An Mhaláiv, Angóla, An Danmhairg, Gána, An Rúis, An Phortaingéil	An Spáinn
Teorainneacha scaireanna Oregon le <mask>.	Idaho	An tSlóivéin, Nevada, An Albáin, Nicearagua, Peiriú, Queensland, An Téalainn, Kentucky, Ceanada, Idaho	Oregon
Teorainneacha scaireanna An Bhrasaíl le <mask>.	An Ghuáin	Heidelberg, An Mhaláiv, An Chosaiv, Nicearagua, Pennsylvania, Wisconsin, An Iordáin, An tSeapáin, An Bholaiv, An Ghuáin	An Bhrasaíl
Teorainneacha scaireanna Ohio le <mask>.	Indiana	An Iordáin, Idaho, Beinin, An Iodáil, Louisiana, An tSlóivéin, Béising, An Bhotsuáin, Veiniséala, Indiana	Ohio
Teorainneacha scaireanna An tSaimbia le <mask>.	Poblacht Mhósaimbíc	An Bhotsuáin, Singeapór, An tSeapáin, An Ghréig, Béising, An Eilvéis, An Bhaváir, Johannesburg, An Aetóip, Poblacht Mhósaimbíc	An tSaimbia
Teorainneacha scaireanna Nua-Mheicsiceo le <mask>.	Arizona	Singeapór, Johannesburg, An Albáin, An Phortaingéil, Lucsamburg, Kansas, An Téaváin, Hamburg, An Iorua, Arizona	Nua-Mheicsiceo
Teorainneacha scaireanna Poblacht Éimin le <mask>.	Óman	Wyoming, An Albáin, Béising, Na hOileáin Fhilipíneacha, Ceanada, An Chambóid, Albain, Gána, Oregon, Óman	Poblacht Éimin
Teorainneacha scaireanna Kentucky le <mask>.	Indiana	Québec, An Nígir, Nebraska, Neipeal, An Chéinia, An Chróit, Minnesota, Sead, Vín, Indiana	Kentucky
Teorainneacha scaireanna Minnesota le <mask>.	Iowa	Uganda, Arizona, An Asarbaiseáin, Poblacht Mhósaimbíc, An Namaib, Iosrael, Wisconsin, Sead, Tennessee, Iowa	Minnesota
Teorainneacha scaireanna An Bholaiv le <mask>.	An tSile	An Danmhairg, An Indinéis, Singeapór, Veiniséala, Ceanada, Camarún, An Bhulgáir, Texas, An Afraic, An tSile	An Bholaiv
Teorainneacha scaireanna An Ostair Uachtarach le <mask>.	An Bhaváir	An Téalainn, An Ostair, An Namaib, Québec, An Úisbéiceastáin, An Tansáin, Nevada, An tSomáil, An Aetóip, An Bhaváir	An Ostair Uachtarach
Teorainneacha scaireanna Talamh an Éisc agus Labradar le <mask>.	Québec	An tSacsain, An Cholóim, An Ghabúin, Missouri, Ceanada, An Téalainn, Oregon, An Phortaingéil, Queensland, Québec	Talamh an Éisc agus Labradar
Teorainneacha scaireanna Colorado le <mask>.	Oklahoma	Florida, An Nígir, Hessen, Pennsylvania, An Iaráin, An Tansáin, An tSomáil, Brooklyn, Eacuadór, Oklahoma	Colorado
Teorainneacha scaireanna An Mhalaeisia le <mask>.	Brúiné	Arkansas, Vermont, An Úisbéiceastáin, Brandenburg, Tennessee, An Airméin, An Mhalaeisia, An Táidsíceastáin, Kentucky, Brúiné	An Mhalaeisia
Teorainneacha scaireanna An Rómáin le <mask>.	An Mholdóiv	Kansas, Johannesburg, Beinin, An Éigipt, Vín, California, An Asarbaiseáin, Panama, An tSúdáin, An Mholdóiv	An Rómáin
Teorainneacha scaireanna Albain le <mask>.	Sasana	An Táidsíceastáin, Arkansas, An Airgintín, Vín, An tSile, An Iodáil, An Bholaiv, An Ghabúin, An Iaráic, Sasana	Albain
Teorainneacha scaireanna An Mholdóiv le <mask>.	An Rómáin	Nevada, An Rúis, Nebraska, Missouri, Kentucky, An Nígir, Arizona, Louisiana, Arkansas, An Rómáin	An Mholdóiv
Teorainneacha scaireanna An tAontas Eorpach le <mask>.	An Mholdóiv	Laos, Minnesota, An Bhealarúis, Massachusetts, Panama, California, Montainéagró, Idaho, An Liobáin, An Mholdóiv	An tAontas Eorpach
Teorainneacha scaireanna Buircíne Fasó le <mask>.	An Nígir	Eacuadór, An Ghabúin, An Bheilg, An Afraic, Alberta, An Ostair, Béising, Guatamala, An Ghuine, An Nígir	Buircíne Fasó
Teorainneacha scaireanna An Tansáin le <mask>.	Poblacht Mhósaimbíc	An Aetóip, Utah, Minnesota, Mississippi, An Ghuáin, An tSlóvaic, An Iodáil, An tSaimbia, Iowa, Poblacht Mhósaimbíc	An Tansáin
Teorainneacha scaireanna An Bheilg le <mask>.	An Fhrainc	An Mhongóil, Meicsiceo, Poblacht Mhósaimbíc, An Pholainn, An Eilvéis, An Namaib, An Spáinn, Gána, Peiriú, An Fhrainc	An Bheilg
Teorainneacha scaireanna An Mhaláiv le <mask>.	An Tansáin	An Táidsíceastáin, Wyoming, Utah, An Nígir, An tSiria, Hessen, An Airgintín, An Bheilís, Indiana, An Tansáin	An Mhaláiv
Teorainneacha scaireanna An Pholainn le <mask>.	An Ghearmáin	An tSlóvaic, Arizona, Uganda, An tSeapáin, Alberta, Wisconsin, Tennessee, Vítneam, An Bheilís, An Ghearmáin	An Pholainn
Teorainneacha scaireanna An Ghearmáin Thoir le <mask>.	An Pholainn	An Laitvia, Texas, An Bholaiv, Queensland, An tSiria, An Libia, Eacuadór, An Indinéis, An Mholdóiv, An Pholainn	An Ghearmáin Thoir
Teorainneacha scaireanna An Eiritré le <mask>.	An tSúdáin	An tSeineagáil, An tSualainn, An Indinéis, Mississippi, Paragua, Wyoming, Óman, An Bhaváir, Vermont, An tSúdáin	An Eiritré
Teorainneacha scaireanna An tSacsain Íochtarach le <mask>.	Brandenburg	An Mhalaeisia, An Ghuine, Georgia, An Táidsíceastáin, An Libia, Sasana, Paragua, An Danmhairg, An Ailgéir, Brandenburg	An tSacsain Íochtarach
Teorainneacha scaireanna An Ghearmáin le <mask>.	An Eilvéis	An tSlóivéin, Missouri, Uganda, Singeapór, Angóla, An Afganastáin, An Chróit, An Chirgeastáin, An Iodáil, An Eilvéis	An Ghearmáin
Teorainneacha scaireanna An tSacsain-Anhalt le <mask>.	Brandenburg	An Cholóim, An Ostair, An Bhreatain Bheag, An tSile, An Chosaiv, Poblacht Mhósaimbíc, An Ungáir, An Mholdóiv, An Chéinia, Brandenburg	An tSacsain-Anhalt
Teorainneacha scaireanna Maracó le <mask>.	An Spáinn	Wisconsin, An Namaib, Neipeal, Háítí, An Liotuáin, Colorado, Maryland, Lucsamburg, Poblacht Mhósaimbíc, An Spáinn	Maracó
Teorainneacha scaireanna An tAontas Eorpach le <mask>.	An Rómáin	Arizona, An Ailgéir, An Mholdóiv, An Asarbaiseáin, An Mhongóil, An tSaimbia, Iosrael, Johannesburg, Oklahoma, An Rómáin	An tAontas Eorpach
Teorainneacha scaireanna An Araib Shádach le <mask>.	Óman	Ontario, An Mholdóiv, An Namaib, An Ghabúin, An Tansáin, An tSúdáin, Michigan, An Spáinn, An Nigéir, Óman	An Araib Shádach
Teorainneacha scaireanna Idaho le <mask>.	Wyoming	An Úisbéiceastáin, Háítí, Delaware, Massachusetts, An tSeapáin, An tSiria, Georgia, Iowa, An tSeoirsia, Wyoming	Idaho
Teorainneacha scaireanna An Tuirc le <mask>.	An tSiria	An Chéinia, Alabama, Michigan, Nicearagua, Lucsamburg, An Libia, An Indinéis, Indiana, Wyoming, An tSiria	An Tuirc
Teorainneacha scaireanna Dakota Theas le <mask>.	Nebraska	An Afganastáin, An tSiria, An Albáin, An tSlóvaic, Laos, Nevada, An Ungáir, An India, Georgia, Nebraska	Dakota Theas
Teorainneacha scaireanna An tAontas Eorpach le <mask>.	An Danmhairg	An Bheilg, Nevada, Idaho, Montainéagró, Peiriú, Óman, An Indinéis, An Ghearmáin, Oregon, An Danmhairg	An tAontas Eorpach
Teorainneacha scaireanna New Hampshire le <mask>.	Massachusetts	Victoria, An Bholaiv, Idaho, Alabama, An Laitvia, Neipeal, Vermont, Delaware, An Liobáin, Massachusetts	New Hampshire
Teorainneacha scaireanna Vítneam le <mask>.	Laos	An Mhongóil, An Chambóid, An Ailgéir, An Nígir, Delaware, An Iaráic, Poblacht na hÉireann, Alberta, Vítneam, Laos	Vítneam
